movie_id,main_movie_id
tt0031203,tt0031203
tt0338557,tt0338557
tt0751237,tt0408347
tt0411008,tt0411008
tt0047200,tt0047200
tt0301989,tt0301989
tt0892767,tt0892767
tt0439856,tt0439856
tt0047976,tt0047976
tt0872204,tt0872204
tt0155975,tt0155975
tt0117826,tt0117826
tt0071147,tt0071147
tt0220543,tt0220543
tt0708861,tt0114530
tt0444672,tt0444672
tt0041513,tt0041513
tt0068648,tt0068648
tt0108373,tt0108373
tt0031377,tt0031377
tt0463536,tt0463536
tt0144286,tt0144286
tt0847877,tt0847877
tt0127901,tt0127901
tt0095286,tt0095286
tt0181838,tt0181838
tt0043147,tt0043147
tt0258616,tt0208491
tt0078562,tt0078562
tt0402906,tt0402906
tt0040720,tt0040720
tt0033660,tt0033660
tt0253016,tt0253016
tt0772457,tt0772457
tt0436374,tt0436374
tt0081420,tt0081420
tt0036706,tt0036706
tt0363579,tt0363579
tt0042333,tt0042333
tt0071575,tt0071575
tt0047284,tt0047284
tt0433963,tt0433963
tt0407384,tt0407384
tt0016104,tt0016104
tt0117373,tt0117373
tt0382923,tt0382923
tt0489225,tt0489225
tt0396685,tt0395952
tt0261666,tt0205027
tt0844283,tt0844283
tt0064081,tt0064081
tt0375662,tt0375662
tt0165057,tt0165057
tt0395669,tt0395669
tt0108921,tt0108921
tt0052218,tt0052218
tt0110076,tt0110076
tt0024894,tt0024894
tt0077713,tt0077713
tt0446685,tt0446685
tt0154300,tt0154300
tt0103105,tt0103105
tt0751172,tt0751172
tt0074870,tt0074870
tt0273923,tt0273923
tt0086112,tt0086112
tt0112287,tt0112287
tt0463385,tt0463385
tt0208196,tt0208196
tt0996966,tt0996966
tt0092585,tt0092585
tt0365763,tt0365763
tt0198284,tt0198284
tt0104040,tt0104040
tt0052844,tt0052844
tt0065520,tt0065520
tt0027654,tt0027654
tt0426470,tt0426470
tt0083192,tt0083192
tt0122573,tt0122573
tt0212887,tt0212887
tt0375920,tt0375920
tt0840359,tt0840359
tt0120028,tt0120028
tt0477252,tt0477252
tt0106041,tt0106041
tt0086972,tt0086972
tt0091763,tt0091763
tt0036970,tt0036970
tt0276053,tt0276053
tt0808331,tt0808331
tt0086191,tt0086191
tt0082679,tt0082679
tt0137937,tt0137937
tt0382383,tt0382383
tt0103003,tt0103003
tt0273850,tt0273850
tt0033890,tt0033890
tt0095613,tt0095613
tt0217629,tt0217629
tt0143344,tt0143344
tt0115067,tt0115067
tt0037295,tt0037295
tt0118144,tt0117583
tt0046198,tt0046198
tt0181817,tt0181817
tt0071625,tt0071625
tt0161292,tt0161292
tt0163978,tt0163978
tt0970472,tt0970472
tt0337635,tt0337635
tt0124116,tt0124116
tt0113949,tt0113949
tt0144715,tt0144715
tt0208181,tt0208181
tt0035979,tt0035979
tt0272980,tt0272980
tt0028829,tt0028829
tt0795102,tt0795102
tt0875581,tt0875581
tt0900357,tt0900357
tt0499540,tt0499540
tt0105963,tt0105963
tt0387877,tt0387877
tt0100728,tt0100728
tt0309059,tt0309059
tt0239986,tt0239986
tt0072317,tt0072317
tt0098261,tt0098261
tt0098492,tt0098492
tt0095649,tt0095649
tt0120467,tt0120467
tt0312269,tt0312269
tt0218625,tt0218625
tt0348591,tt0348591
tt0068552,tt0068552
tt0075378,tt0075378
tt0116675,tt0116675
tt0324431,tt0324431
tt0424908,tt0424908
tt0038908,tt0038908
tt0045932,tt0045932
tt0222024,tt0222024
tt0043360,tt0043360
tt0791188,tt0791188
tt0318886,tt0318886
tt0091110,tt0091110
tt0325710,tt0325710
tt0045483,tt0045483
tt0228333,tt0228333
tt0103696,tt0103696
tt0293191,tt0293191
tt0819093,tt0819093
tt0440803,tt0440803
tt0125366,tt0125366
tt0036307,tt0036307
tt0398408,tt0398408
tt0051436,tt0051436
tt0114126,tt0114126
tt0233108,tt0141842
tt0461770,tt0461770
tt0239792,tt0239792
tt0210299,tt0210299
tt0081457,tt0081457
tt0096094,tt0096094
tt0175592,tt0175592
tt0180590,tt0180590
tt0032245,tt0032245
tt0116261,tt0116261
tt0120041,tt0120041
tt0248614,tt0248614
tt0082075,tt0082075
tt0426550,tt0426550
tt0037621,tt0037621
tt0039043,tt0039043
tt0427312,tt0427312
tt0066893,tt0066893
tt0040504,tt0040504
tt0310778,tt0310778
tt0034968,tt0034968
tt0419887,tt0419887
tt0985699,tt0985699
tt0023652,tt0023652
tt0193283,tt0193283
tt0384767,tt0384767
tt0029662,tt0029662
tt0256007,tt0256007
tt0800205,tt0800205
tt0983922,tt0983922
tt0225573,tt0225573
tt0041550,tt0041550
tt0408309,tt0408309
tt0106084,tt0106084
tt0432432,tt0432432
tt0111271,tt0111271
tt0086636,tt0086636
tt0127962,tt0127962
tt0120794,tt0120794
tt0108633,tt0108633
tt0844457,tt0844457
tt0085375,tt0085375
tt0843873,tt0843873
tt0485323,tt0485323
tt0171363,tt0171363
tt0098213,tt0098213
tt0097138,tt0097138
tt0391479,tt0365737
tt0024426,tt0024426
tt0372370,tt0372370
tt0199854,tt0199854
tt0460673,tt0460673
tt0121744,tt0121744
tt0096659,tt0096659
tt0109337,tt0109337
tt0216621,tt0216621
tt0407936,tt0407936
tt0173840,tt0173840
tt0101903,tt0101903
tt0049367,tt0049367
tt0052847,tt0052847
tt0382097,tt0382097
tt0092248,tt0092248
tt0092546,tt0092546
tt0310924,tt0310924
tt0412074,tt0412074
tt0116033,tt0116033
tt0155722,tt0155722
tt0119763,tt0119763
tt0708886,tt0394911
tt0178845,tt0178845
tt0109266,tt0109266
tt0448180,tt0448180
tt0396093,tt0373469
tt0074962,tt0074962
tt0093176,tt0093176
tt0038008,tt0038008
tt0431074,tt0431074
tt0300843,tt0096686
tt0328655,tt0328655
tt0450258,tt0450258
tt0030857,tt0030857
tt0078924,tt0078924
tt0207351,tt0207351
tt0101811,tt0101811
tt0118870,tt0118870
tt0169473,tt0169473
tt0956310,tt0922366
tt0078050,tt0078050
tt0429311,tt0429311
tt0368619,tt0368619
tt0093493,tt0093493
tt0162866,tt0162866
tt0145013,tt0145013
tt0468736,tt0468736
tt0084504,tt0084504
tt0069448,tt0069448
tt0478049,tt0478049
tt0242423,tt0242423
tt0216165,tt0216165
tt0402755,tt0402755
tt0388779,tt0388779
tt0202748,tt0202748
tt0814365,tt0814365
tt0328962,tt0328962
tt0098122,tt0098122
tt0099422,tt0099422
tt0063553,tt0063553
tt0114193,tt0114193
tt0098404,tt0098404
tt0211181,tt0211181
tt0075406,tt0075406
tt0048789,tt0048789
tt0080907,tt0080907
tt0301924,tt0301924
tt0264430,tt0264430
tt0214529,tt0214529
tt0100333,tt0100333
tt0203031,tt0203031
tt0085679,tt0085679
tt0906665,tt0906665
tt0185711,tt0185711
tt0063127,tt0063127
tt0093406,tt0093406
tt0082733,tt0082733
tt0026819,tt0026819
tt0064787,tt0064787
tt0026481,tt0026481
tt0049490,tt0049490
tt0300237,tt0300237
tt0850642,tt0850642
tt0214242,tt0094167
tt0161542,tt0161542
tt0081467,tt0081467
tt0466665,tt0466665
tt0454839,tt0454839
tt0211492,tt0211492
tt0062870,tt0062870
tt0036275,tt0036275
tt0486171,tt0486171
tt0303970,tt0303970
tt0111158,tt0111158
tt0083726,tt0083726
tt0229138,tt0229138
tt0096332,tt0096332
tt0444628,tt0444628
tt0102469,tt0102469
tt0144071,tt0144071
tt0340982,tt0163246
tt0031350,tt0031350
tt0708689,tt0708689
tt0021487,tt0021487
tt0972412,tt0972412
tt0071782,tt0071782
tt0101143,tt0101143
tt0109067,tt0109067
tt0304638,tt0304638
tt0131658,tt0131658
tt0071189,tt0071189
tt0048188,tt0048188
tt0949489,tt0949489
tt0034455,tt0034455
tt0113500,tt0113500
tt0379307,tt0379307
tt0096609,tt0096609
tt0330568,tt0330568
tt0112327,tt0112327
tt0025619,tt0025619
tt0102443,tt0102443
tt0287228,tt0287228
tt0273656,tt0273656
tt0264060,tt0264060
tt0023034,tt0023034
tt0247164,tt0247164
tt0004007,tt0004007
tt0221583,tt0221583
tt0310203,tt0310203
tt0301744,tt0301744
tt0075875,tt0075875
tt0299203,tt0299203
tt0311146,tt0311146
tt0109675,tt0109675
tt0090856,tt0090856
tt0483129,tt0411272
tt0100639,tt0100639
tt0113410,tt0113410
tt0052141,tt0052141
tt0081363,tt0081363
tt0027585,tt0027585
tt0089591,tt0089591
tt0053245,tt0053245
tt0064553,tt0064553
tt0388098,tt0388098
tt0063237,tt0063237
tt0034407,tt0034407
tt0425308,tt0425308
tt0117002,tt0117002
tt0202250,tt0202250
tt0235913,tt0235913
tt0266205,tt0266205
tt0462053,tt0457510
tt0466971,tt0466971
tt0003679,tt0003679
tt0093628,tt0093628
tt0050302,tt0050302
tt0067377,tt0067377
tt0251446,tt0251446
tt0134380,tt0134380
tt0277931,tt0277931
tt0096260,tt0095414
tt0478338,tt0478338
tt0370477,tt0370477
tt0070742,tt0070742
tt0318374,tt0318374
tt0066450,tt0066450
tt0387563,tt0387563
tt0112339,tt0112339
tt0051422,tt0051422
tt0028872,tt0028872
tt0291828,tt0291828
tt0109340,tt0109340
tt0195792,tt0156610
tt0374639,tt0374639
tt0069414,tt0069414
tt0095043,tt0095043
tt0177217,tt0177217
tt0043224,tt0043224
tt0192949,tt0192949
tt0379236,tt0289933
tt0075740,tt0075740
tt0492487,tt0492487
tt0066279,tt0066279
tt0777243,tt0777243
tt0104808,tt0104808
tt0072895,tt0072895
tt0867591,tt0867591
tt0126261,tt0126261
tt0114003,tt0114003
tt0401815,tt0401815
tt0325857,tt0325857
tt0106545,tt0106545
tt0310910,tt0310910
tt0449000,tt0449000
tt0114594,tt0114594
tt0116127,tt0116127
tt0046851,tt0046851
tt0079813,tt0079813
tt0825239,tt0825239
tt0088595,tt0088595
tt0432236,tt0432236
tt0208348,tt0208348
tt0295432,tt0295432
tt0213985,tt0213985
tt0713014,tt0364423
tt0469189,tt0469189
tt0047944,tt0047944
tt0108138,tt0108138
tt0751102,tt0751102
tt0140603,tt0140603
tt0168357,tt0168357
tt0032186,tt0032186
tt0199907,tt0199907
tt0094962,tt0094962
tt0038053,tt0038053
tt0027656,tt0027656
tt0090493,tt0090493
tt0085540,tt0085540
tt0103825,tt0103825
tt0045958,tt0045958
tt0327409,tt0327409
tt0115113,tt0115113
tt0149460,tt0149460
tt0383915,tt0383915
tt0029952,tt0029952
tt0974957,tt0974957
tt0119380,tt0119380
tt0850284,tt0850284
tt0366780,tt0366780
tt0258446,tt0258446
tt0346039,tt0346039
tt0411646,tt0411646
tt0490166,tt0490166
tt0391576,tt0363307
tt0139615,tt0139615
tt0154827,tt0138537
tt0163955,tt0078037
tt0120484,tt0120484
tt0335119,tt0335119
tt0414931,tt0414931
tt0092974,tt0092974
tt0020492,tt0020492
tt0122603,tt0122603
tt0067732,tt0067732
tt0176520,tt0088780
tt0106727,tt0106727
tt0070959,tt0070959
tt0075671,tt0075671
tt0399146,tt0399146
tt0022882,tt0022882
tt0065832,tt0065832
tt0134084,tt0134084
tt0088912,tt0088912
tt0385990,tt0385990
tt0249327,tt0249327
tt0368186,tt0368186
tt0219327,tt0219327
tt0219374,tt0219374
tt0829302,tt0829302
tt0150209,tt0150209
tt0094288,tt0094288
tt0248803,tt0248803
tt0887912,tt0887912
tt0160168,tt0160168
tt0309326,tt0309326
tt0274428,tt0274428
tt0896228,tt0896228
tt0262942,tt0262942
tt0137000,tt0137000
tt0138742,tt0093853
tt0076825,tt0076825
tt0835434,tt0835434
tt0834951,tt0834951
tt0491722,tt0491722
tt0243377,tt0243376
tt0052564,tt0052564
tt0064397,tt0064397
tt0116129,tt0116129
tt0471646,tt0471646
tt0310991,tt0310991
tt0266697,tt0266697
tt0073367,tt0073367
tt0328790,tt0328790
tt0020691,tt0020691
tt0562994,tt0562994
tt0033323,tt0033323
tt0075097,tt0075097
tt0095063,tt0095063
tt0429487,tt0429487
tt0089628,tt0089628
tt0073705,tt0073705
tt0295216,tt0295216
tt0387862,tt0387862
tt0446241,tt0446241
tt0459880,tt0459880
tt0042824,tt0042824
tt0101869,tt0101869
tt0016654,tt0016654
tt0354690,tt0354690
tt0120595,tt0120595
tt0119809,tt0119809
tt0539324,tt0539324
tt0374458,tt0239195
tt0113981,tt0113981
tt0117401,tt0117401
tt0014646,tt0014646
tt0476695,tt0476695
tt0366627,tt0366627
tt0081376,tt0081376
tt0083006,tt0083006
tt0274470,tt0274470
tt0104696,tt0104696
tt0425478,tt0425478
tt0093347,tt0093347
tt0086006,tt0086006
tt0287223,tt0287223
tt0116404,tt0116404
tt0271395,tt0271395
tt0024674,tt0024674
tt0383388,tt0383388
tt0616593,tt0332663
tt0063094,tt0063094
tt0183415,tt0183415
tt0102210,tt0102210
tt0142242,tt0142242
tt0144084,tt0144084
tt0250415,tt0250415
tt0086497,tt0086497
tt0074506,tt0074506
tt0108339,tt0108339
tt0269764,tt0269764
tt0109117,tt0109117
tt0347751,tt0347751
tt0833960,tt0833960
tt0083959,tt0083959
tt0080935,tt0080935
tt0116658,tt0116658
tt0314624,tt0314624
tt0048667,tt0048667
tt0072417,tt0072417
tt0201040,tt0101121
tt0069994,tt0069994
tt0095556,tt0095556
tt0206330,tt0206330
tt0098327,tt0098327
tt0880648,tt0880648
tt0436569,tt0436569
tt0065968,tt0065968
tt0394893,tt0394893
tt0449089,tt0449089
tt0089523,tt0089523
tt0245097,tt0245097
tt0159995,tt0159995
tt0082677,tt0082677
tt0127319,tt0127319
tt0463948,tt0463948
tt0487273,tt0487273
tt0068187,tt0068187
tt0339079,tt0339079
tt0097165,tt0097165
tt0349903,tt0349903
tt0376215,tt0376215
tt0121719,tt0113982
tt0107861,tt0107861
tt0189972,tt0093840
tt0466766,tt0466766
tt0980976,tt0980976
tt0086742,tt0086742
tt0159539,tt0086973
tt0207484,tt0207484
tt0332720,tt0332720
tt0094871,tt0094871
tt0210211,tt0199920
tt0144134,tt0144134
tt0023037,tt0023037
tt0164917,tt0164917
tt0492881,tt0492881
tt0004210,tt0004210
tt0384178,tt0384178
tt0031055,tt0031055
tt0404552,tt0404552
tt0103258,tt0103258
tt0245825,tt0245825
tt0676181,tt0236523
tt0079574,tt0079574
tt0379865,tt0379865
tt0382077,tt0382077
tt0024906,tt0024906
tt0167266,tt0167266
tt0024727,tt0024727
tt0328226,tt0328226
tt0312639,tt0312528
tt0170996,tt0170996
tt0270980,tt0270980
tt0301417,tt0301417
tt0402158,tt0402158
tt0362153,tt0362153
tt0070706,tt0070706
tt0466600,tt0466600
tt0076313,tt0076313
